Cycle: 5  CD16  2 nM_X	Cycle: 5  CD16  2 nM_Y	Fitted Cycle: 5  CD16  2 nM_X	Fitted Cycle: 5  CD16  2 nM_Y	Cycle: 6  CD16  4 nM_X	Cycle: 6  CD16  4 nM_Y	Fitted Cycle: 6  CD16  4 nM_X	Fitted Cycle: 6  CD16  4 nM_Y	Cycle: 7  CD16  8 nM_X	Cycle: 7  CD16  8 nM_Y	Fitted Cycle: 7  CD16  8 nM_X	Fitted Cycle: 7  CD16  8 nM_Y	Cycle: 8  CD16  16 nM_X	Cycle: 8  CD16  16 nM_Y	Fitted Cycle: 8  CD16  16 nM_X	Fitted Cycle: 8  CD16  16 nM_Y	Cycle: 9  CD16  32 nM_X	Cycle: 9  CD16  32 nM_Y	Fitted Cycle: 9  CD16  32 nM_X	Fitted Cycle: 9  CD16  32 nM_Y	Cycle: 10  CD16  8 nM_X	Cycle: 10  CD16  8 nM_Y	Fitted Cycle: 10  CD16  8 nM_X	Fitted Cycle: 10  CD16  8 nM_Y
78.44	4.23999	78.44	4.25057	78.44	8.48694	78.44	8.52154	78.44	16.1808	78.44	16.2806	78.44	29.8339	78.44	30.0144	78.44	52.2412	78.44	52.277	78.44	16.1812	78.44	16.3502
78.54	4.24691	78.54	4.25101	78.54	8.48922	78.54	8.52233	78.54	16.1779	78.54	16.2818	78.54	29.8466	78.54	30.016	78.54	52.2469	78.54	52.2784	78.54	16.19	78.54	16.3514
78.64	4.2439	78.64	4.25144	78.64	8.48694	78.64	8.52311	78.64	16.1749	78.64	16.2831	78.64	29.8495	78.64	30.0177	78.64	52.2439	78.64	52.2797	78.64	16.1812	78.64	16.3527
78.74	4.2465	78.74	4.25188	78.74	8.47978	78.74	8.52389	78.74	16.1736	78.74	16.2844	78.74	29.8482	78.74	30.0193	78.74	52.2543	78.74	52.2811	78.74	16.1857	78.74	16.354
78.84	4.25203	78.84	4.25231	78.84	8.49581	78.84	8.52466	78.84	16.1857	78.84	16.2856	78.84	29.8576	78.84	30.0209	78.84	52.2645	78.84	52.2824	78.84	16.1998	78.84	16.3552
78.94	4.24821	78.94	4.25274	78.94	8.48344	78.94	8.52543	78.94	16.1734	78.94	16.2869	78.94	29.8538	78.94	30.0226	78.94	52.2619	78.94	52.2837	78.94	16.2121	78.94	16.3565
79.04	4.24951	79.04	4.25316	79.04	8.48474	79.04	8.5262	79.04	16.1747	79.04	16.2881	79.04	29.8453	79.04	30.0242	79.04	52.2729	79.04	52.285	79.04	16.2024	79.04	16.3577
79.14	4.24951	79.14	4.25359	79.14	8.48474	79.14	8.52696	79.14	16.174	79.14	16.2893	79.14	29.8551	79.14	30.0258	79.14	52.2827	79.14	52.2863	79.14	16.2024	79.14	16.3589
79.24	4.24105	79.24	4.25401	79.24	8.48604	79.24	8.52772	79.24	16.174	79.24	16.2906	79.24	29.8564	79.24	30.0273	79.24	52.2833	79.24	52.2876	79.24	16.2076	79.24	16.3602
79.34	4.24495	79.34	4.25443	79.34	8.47823	79.34	8.52848	79.34	16.176	79.34	16.2918	79.34	29.8584	79.34	30.0289	79.34	52.2782	79.34	52.2889	79.34	16.2154	79.34	16.3614
79.44	4.24194	79.44	4.25485	79.44	8.47449	79.44	8.52923	79.44	16.1769	79.44	16.293	79.44	29.8456	79.44	30.0305	79.44	52.283	79.44	52.2902	79.44	16.2144	79.44	16.3626
79.54	4.23844	79.54	4.25526	79.54	8.47367	79.54	8.52998	79.54	16.189	79.54	16.2942	79.54	29.8538	79.54	30.032	79.54	52.2892	79.54	52.2915	79.54	16.2109	79.54	16.3638
79.64	4.24626	79.64	4.25568	79.64	8.48344	79.64	8.53072	79.64	16.189	79.64	16.2954	79.64	29.8616	79.64	30.0336	79.64	52.3029	79.64	52.2927	79.64	16.2187	79.64	16.365
79.74	4.25342	79.74	4.25609	79.74	8.48083	79.74	8.53146	79.74	16.1903	79.74	16.2966	79.74	29.868	79.74	30.0351	79.74	52.3081	79.74	52.294	79.74	16.2258	79.74	16.3662
79.84	4.25187	79.84	4.2565	79.84	8.48002	79.84	8.5322	79.84	16.1954	79.84	16.2978	79.84	29.866	79.84	30.0366	79.84	52.3132	79.84	52.2952	79.84	16.2153	79.84	16.3674
79.94	4.23844	79.94	4.25691	79.94	8.48344	79.94	8.53293	79.94	16.1831	79.94	16.299	79.94	29.8636	79.94	30.0382	79.94	52.3107	79.94	52.2964	79.94	16.2121	79.94	16.3686
80.04	4.23779	80.04	4.25731	80.04	8.47302	80.04	8.53366	80.04	16.1825	80.04	16.3001	80.04	29.8629	80.04	30.0397	80.04	52.3101	80.04	52.2976	80.04	16.2141	80.04	16.3697
80.14	4.23975	80.14	4.25772	80.14	8.47498	80.14	8.53439	80.14	16.1884	80.14	16.3013	80.14	29.8551	80.14	30.0412	80.14	52.314	80.14	52.2988	80.14	16.2219	80.14	16.3709
80.24	4.23975	80.24	4.25812	80.24	8.48474	80.24	8.53511	80.24	16.1837	80.24	16.3025	80.24	29.8551	80.24	30.0427	80.24	52.3132	80.24	52.3	80.24	16.2219	80.24	16.3721
80.34	4.24235	80.34	4.25852	80.34	8.47099	80.34	8.53583	80.34	16.1792	80.34	16.3036	80.34	29.8518	80.34	30.0442	80.34	52.3088	80.34	52.3012	80.34	16.2226	80.34	16.3732
80.44	4.23999	80.44	4.25892	80.44	8.47131	80.44	8.53654	80.44	16.1808	80.44	16.3048	80.44	29.8553	80.44	30.0456	80.44	52.3103	80.44	52.3024	80.44	16.23	80.44	16.3744
80.54	4.23909	80.54	4.25931	80.54	8.47042	80.54	8.53725	80.54	16.1799	80.54	16.3059	80.54	29.8545	80.54	30.0471	80.54	52.3094	80.54	52.3036	80.54	16.2193	80.54	16.3755
80.64	4.23909	80.64	4.25971	80.64	8.47042	80.64	8.53796	80.64	16.1799	80.64	16.307	80.64	29.8584	80.64	30.0485	80.64	52.3094	80.64	52.3048	80.64	16.2213	80.64	16.3766
80.74	4.23063	80.74	4.2601	80.74	8.47367	80.74	8.53866	80.74	16.1675	80.74	16.3082	80.74	29.8609	80.74	30.05	80.74	52.3068	80.74	52.3059	80.74	16.2226	80.74	16.3778
80.84	4.23535	80.84	4.26049	80.84	8.46545	80.84	8.53936	80.84	16.1671	80.84	16.3093	80.84	29.8553	80.84	30.0514	80.84	52.3103	80.84	52.3071	80.84	16.228	80.84	16.3789
80.94	4.243	80.94	4.26088	80.94	8.46846	80.94	8.54006	80.94	16.1779	80.94	16.3104	80.94	29.8623	80.94	30.0529	80.94	52.327	80.94	52.3082	80.94	16.2271	80.94	16.38
81.04	4.22827	81.04	4.26126	81.04	8.4635	81.04	8.54075	81.04	16.1722	81.04	16.3115	81.04	29.8632	81.04	30.0543	81.04	52.322	81.04	52.3094	81.04	16.2261	81.04	16.3811
81.14	4.22412	81.14	4.26165	81.14	8.46716	81.14	8.54144	81.14	16.1708	81.14	16.3126	81.14	29.8629	81.14	30.0557	81.14	52.3218	81.14	52.3105	81.14	16.2317	81.14	16.3822
81.24	4.21826	81.24	4.26203	81.24	8.47302	81.24	8.54213	81.24	16.1708	81.24	16.3137	81.24	29.8649	81.24	30.0571	81.24	52.3354	81.24	52.3116	81.24	16.231	81.24	16.3833
81.34	4.22477	81.34	4.26241	81.34	8.4788	81.34	8.54281	81.34	16.1812	81.34	16.3148	81.34	29.8714	81.34	30.0585	81.34	52.3471	81.34	52.3127	81.34	16.2362	81.34	16.3844
81.44	4.23088	81.44	4.26279	81.44	8.46415	81.44	8.54349	81.44	16.1834	81.44	16.3159	81.44	29.8619	81.44	30.0599	81.44	52.3363	81.44	52.3138	81.44	16.2365	81.44	16.3855
81.54	4.23063	81.54	4.26317	81.54	8.46195	81.54	8.54417	81.54	16.1753	81.54	16.317	81.54	29.8648	81.54	30.0613	81.54	52.3498	81.54	52.3149	81.54	16.246	81.54	16.3866
81.64	4.23511	81.64	4.26354	81.64	8.4613	81.64	8.54484	81.64	16.1864	81.64	16.3181	81.64	29.8688	81.64	30.0627	81.64	52.355	81.64	52.316	81.64	16.2571	81.64	16.3877
81.74	4.23193	81.74	4.26392	81.74	8.46521	81.74	8.54551	81.74	16.1844	81.74	16.3192	81.74	29.8668	81.74	30.064	81.74	52.355	81.74	52.3171	81.74	16.2454	81.74	16.3888
81.84	4.22526	81.84	4.26429	81.84	8.4644	81.84	8.54617	81.84	16.1739	81.84	16.3202	81.84	29.866	81.84	30.0654	81.84	52.3542	81.84	52.3182	81.84	16.2445	81.84	16.3898
81.94	4.23649	81.94	4.26466	81.94	8.47172	81.94	8.54684	81.94	16.1805	81.94	16.3213	81.94	29.8714	81.94	30.0667	81.94	52.3595	81.94	52.3192	81.94	16.2499	81.94	16.3909
82.04	4.23909	82.04	4.26503	82.04	8.46456	82.04	8.5475	82.04	16.1857	82.04	16.3223	82.04	29.874	82.04	30.0681	82.04	52.366	82.04	52.3203	82.04	16.2525	82.04	16.3919
82.14	4.23909	82.14	4.26539	82.14	8.46969	82.14	8.54815	82.14	16.1975	82.14	16.3234	82.14	29.8798	82.14	30.0694	82.14	52.3875	82.14	52.3213	82.14	16.2623	82.14	16.393
82.24	4.2443	82.24	4.26576	82.24	8.46781	82.24	8.5488	82.24	16.1968	82.24	16.3244	82.24	29.8694	82.24	30.0707	82.24	52.3862	82.24	52.3224	82.24	16.2668	82.24	16.394
82.34	4.24845	82.34	4.26612	82.34	8.46806	82.34	8.54945	82.34	16.1873	82.34	16.3255	82.34	29.8709	82.34	30.072	82.34	52.3852	82.34	52.3234	82.34	16.256	82.34	16.3951
82.44	4.25016	82.44	4.26648	82.44	8.47367	82.44	8.5501	82.44	16.1929	82.44	16.3265	82.44	29.8792	82.44	30.0733	82.44	52.3927	82.44	52.3244	82.44	16.2616	82.44	16.3961
82.54	4.25146	82.54	4.26684	82.54	8.47498	82.54	8.55074	82.54	16.1942	82.54	16.3275	82.54	29.8864	82.54	30.0746	82.54	52.3843	82.54	52.3254	82.54	16.2649	82.54	16.3971
82.64	4.24495	82.64	4.2672	82.64	8.47823	82.64	8.55138	82.64	16.1975	82.64	16.3286	82.64	29.8896	82.64	30.0759	82.64	52.3875	82.64	52.3265	82.64	16.2681	82.64	16.3982
82.74	4.2439	82.74	4.26755	82.74	8.46741	82.74	8.55202	82.74	16.1964	82.74	16.3296	82.74	29.8885	82.74	30.0772	82.74	52.3865	82.74	52.3275	82.74	16.2671	82.74	16.3992
82.84	4.24845	82.84	4.26791	82.84	8.46611	82.84	8.55265	82.84	16.1971	82.84	16.3306	82.84	29.8872	82.84	30.0785	82.84	52.3988	82.84	52.3285	82.84	16.256	82.84	16.4002
82.94	4.25399	82.94	4.26826	82.94	8.47237	82.94	8.55328	82.94	16.187	82.94	16.3316	82.94	29.8877	82.94	30.0798	82.94	52.4051	82.94	52.3294	82.94	16.2564	82.94	16.4012
83.04	4.243	83.04	4.26861	83.04	8.4775	83.04	8.5539	83.04	16.1858	83.04	16.3326	83.04	29.8877	83.04	30.081	83.04	52.3953	83.04	52.3304	83.04	16.2557	83.04	16.4022
83.14	4.25277	83.14	4.26896	83.14	8.48604	83.14	8.55453	83.14	16.1955	83.14	16.3336	83.14	29.8994	83.14	30.0823	83.14	52.4044	83.14	52.3314	83.14	16.2642	83.14	16.4032
83.24	4.24951	83.24	4.2693	83.24	8.47302	83.24	8.55515	83.24	16.1923	83.24	16.3346	83.24	29.8961	83.24	30.0835	83.24	52.4038	83.24	52.3324	83.24	16.261	83.24	16.4042
83.34	4.24455	83.34	4.26965	83.34	8.46806	83.34	8.55576	83.34	16.1912	83.34	16.3355	83.34	29.8853	83.34	30.0848	83.34	52.4067	83.34	52.3333	83.34	16.256	83.34	16.4051
83.44	4.25016	83.44	4.26999	83.44	8.47367	83.44	8.55638	83.44	16.2027	83.44	16.3365	83.44	29.896	83.44	30.086	83.44	52.4123	83.44	52.3343	83.44	16.2558	83.44	16.4061
83.54	4.23844	83.54	4.27033	83.54	8.47172	83.54	8.55699	83.54	16.2007	83.54	16.3375	83.54	29.8929	83.54	30.0872	83.54	52.4103	83.54	52.3352	83.54	16.2597	83.54	16.4071
83.64	4.24219	83.64	4.27067	83.64	8.47546	83.64	8.5576	83.64	16.2084	83.64	16.3385	83.64	29.8966	83.64	30.0885	83.64	52.4141	83.64	52.3362	83.64	16.2654	83.64	16.4081
83.74	4.23901	83.74	4.27101	83.74	8.47302	83.74	8.5582	83.74	16.202	83.74	16.3394	83.74	29.8942	83.74	30.0897	83.74	52.4155	83.74	52.3371	83.74	16.2629	83.74	16.409
83.84	4.243	83.84	4.27135	83.84	8.48214	83.84	8.5588	83.84	16.2053	83.84	16.3404	83.84	29.8974	83.84	30.0909	83.84	52.4246	83.84	52.338	83.84	16.2564	83.84	16.41
83.94	4.24105	83.94	4.27168	83.94	8.48604	83.94	8.5594	83.94	16.2143	83.94	16.3413	83.94	29.8994	83.94	30.0921	83.94	52.4422	83.94	52.339	83.94	16.2642	83.94	16.4109
84.04	4.23909	84.04	4.27202	84.04	8.48336	84.04	8.56	84.04	16.215	84.04	16.3423	84.04	29.8994	84.04	30.0933	84.04	52.4305	84.04	52.3399	84.04	16.2577	84.04	16.4119
84.14	4.2443	84.14	4.27235	84.14	8.49125	84.14	8.56059	84.14	16.2261	84.14	16.3432	84.14	29.9046	84.14	30.0944	84.14	52.4357	84.14	52.3408	84.14	16.2558	84.14	16.4128
84.24	4.2452	84.24	4.27268	84.24	8.4941	84.24	8.56118	84.24	16.2133	84.24	16.3442	84.24	29.9074	84.24	30.0956	84.24	52.4339	84.24	52.3417	84.24	16.2528	84.24	16.4138
84.34	4.25016	84.34	4.27301	84.34	8.49321	84.34	8.56176	84.34	16.2163	84.34	16.3451	84.34	29.9058	84.34	30.0968	84.34	52.4455	84.34	52.3426	84.34	16.246	84.34	16.4147
84.44	4.24715	84.44	4.27333	84.44	8.49019	84.44	8.56235	84.44	16.2192	84.44	16.346	84.44	29.9016	84.44	30.0979	84.44	52.4386	84.44	52.3435	84.44	16.245	84.44	16.4156
84.54	4.2491	84.54	4.27366	84.54	8.49605	84.54	8.56293	84.54	16.2212	84.54	16.3469	84.54	29.9035	84.54	30.0991	84.54	52.4503	84.54	52.3444	84.54	16.2528	84.54	16.4165
84.64	4.25342	84.64	4.27398	84.64	8.50232	84.64	8.56351	84.64	16.2216	84.64	16.3479	84.64	29.9039	84.64	30.1002	84.64	52.4546	84.64	52.3452	84.64	16.2434	84.64	16.4175
84.74	4.25073	84.74	4.27431	84.74	8.49451	84.74	8.56408	84.74	16.2235	84.74	16.3488	84.74	29.9098	84.74	30.1014	84.74	52.4624	84.74	52.3461	84.74	16.2446	84.74	16.4184
84.84	4.25081	84.84	4.27463	84.84	8.49386	84.84	8.56465	84.84	16.2248	84.84	16.3497	84.84	29.915	84.84	30.1025	84.84	52.4618	84.84	52.347	84.84	16.2467	84.84	16.4193
84.94	4.25342	84.94	4.27494	84.94	8.49841	84.94	8.56522	84.94	16.2267	84.94	16.3506	84.94	29.9176	84.94	30.1037	84.94	52.4663	84.94	52.3478	84.94	16.2551	84.94	16.4202
85.04	4.25407	85.04	4.27526	85.04	8.49443	85.04	8.56579	85.04	16.2261	85.04	16.3515	85.04	29.9163	85.04	30.1048	85.04	52.4631	85.04	52.3487	85.04	16.2519	85.04	16.4211
85.14	4.26514	85.14	4.27558	85.14	8.49841	85.14	8.56635	85.14	16.2372	85.14	16.3524	85.14	29.9215	85.14	30.1059	85.14	52.4683	85.14	52.3495	85.14	16.2532	85.14	16.422
85.24	4.26798	85.24	4.27589	85.24	8.50517	85.24	8.56691	85.24	16.24	85.24	16.3533	85.24	29.9283	85.24	30.107	85.24	52.4801	85.24	52.3504	85.24	16.2502	85.24	16.4229
85.34	4.26147	85.34	4.27621	85.34	8.51428	85.34	8.56747	85.34	16.2433	85.34	16.3541	85.34	29.9366	85.34	30.1081	85.34	52.4822	85.34	52.3512	85.34	16.2534	85.34	16.4237
85.44	4.26058	85.44	4.27652	85.44	8.51339	85.44	8.56802	85.44	16.2424	85.44	16.355	85.44	29.9345	85.44	30.1092	85.44	52.4813	85.44	52.352	85.44	16.2545	85.44	16.4246
85.54	4.2797	85.54	4.27683	85.54	8.52275	85.54	8.56857	85.54	16.2517	85.54	16.3559	85.54	29.9439	85.54	30.1103	85.54	52.4906	85.54	52.3528	85.54	16.2631	85.54	16.4255
85.64	4.2723	85.64	4.27713	85.64	8.52511	85.64	8.56912	85.64	16.26	85.64	16.3568	85.64	29.9462	85.64	30.1114	85.64	52.495	85.64	52.3537	85.64	16.2681	85.64	16.4264
85.74	4.27026	85.74	4.27744	85.74	8.52576	85.74	8.56967	85.74	16.2606	85.74	16.3576	85.74	29.9449	85.74	30.1124	85.74	52.4937	85.74	52.3545	85.74	16.2727	85.74	16.4272
85.84	4.2736	85.84	4.27775	85.84	8.51469	85.84	8.57021	85.84	16.2535	85.84	16.3585	85.84	29.9456	85.84	30.1135	85.84	52.4924	85.84	52.3553	85.84	16.2714	85.84	16.4281
85.94	4.2749	85.94	4.27805	85.94	8.51794	85.94	8.57075	85.94	16.2521	85.94	16.3594	85.94	29.9449	85.94	30.1146	85.94	52.4917	85.94	52.3561	85.94	16.2766	85.94	16.429
86.04	4.2762	86.04	4.27835	86.04	8.52633	86.04	8.57129	86.04	16.258	86.04	16.3602	86.04	29.9482	86.04	30.1156	86.04	52.4942	86.04	52.3569	86.04	16.2642	86.04	16.4298
86.14	4.28361	86.14	4.27865	86.14	8.52665	86.14	8.57183	86.14	16.2615	86.14	16.361	86.14	29.9537	86.14	30.1167	86.14	52.4945	86.14	52.3576	86.14	16.2658	86.14	16.4306
86.24	4.28426	86.24	4.27895	86.24	8.53121	86.24	8.57236	86.24	16.2563	86.24	16.3619	86.24	29.9602	86.24	30.1177	86.24	52.4952	86.24	52.3584	86.24	16.2664	86.24	16.4315
86.34	4.27881	86.34	4.27925	86.34	8.52185	86.34	8.57289	86.34	16.2509	86.34	16.3627	86.34	29.954	86.34	30.1187	86.34	52.4897	86.34	52.3592	86.34	16.2629	86.34	16.4323
86.44	4.27515	86.44	4.27955	86.44	8.51819	86.44	8.57342	86.44	16.2433	86.44	16.3636	86.44	29.953	86.44	30.1198	86.44	52.4861	86.44	52.36	86.44	16.2585	86.44	16.4332
86.54	4.27034	86.54	4.27984	86.54	8.53292	86.54	8.57394	86.54	16.2443	86.54	16.3644	86.54	29.9638	86.54	30.1208	86.54	52.493	86.54	52.3607	86.54	16.2623	86.54	16.434
86.64	4.27157	86.64	4.28013	86.64	8.53682	86.64	8.57446	86.64	16.2502	86.64	16.3652	86.64	29.9677	86.64	30.1218	86.64	52.4989	86.64	52.3615	86.64	16.2642	86.64	16.4348
86.74	4.271	86.74	4.28043	86.74	8.53552	86.74	8.57498	86.74	16.2638	86.74	16.366	86.74	29.9567	86.74	30.1228	86.74	52.5034	86.74	52.3622	86.74	16.2629	86.74	16.4356
86.84	4.26904	86.84	4.28072	86.84	8.5238	86.84	8.5755	86.84	16.2567	86.84	16.3668	86.84	29.9547	86.84	30.1238	86.84	52.5015	86.84	52.363	86.84	16.261	86.84	16.4364
86.94	4.271	86.94	4.28101	86.94	8.52576	86.94	8.57601	86.94	16.2567	86.94	16.3677	86.94	29.9606	86.94	30.1248	86.94	52.4937	86.94	52.3637	86.94	16.2629	86.94	16.4373
87.04	4.26994	87.04	4.28129	87.04	8.52397	87.04	8.57653	87.04	16.2615	87.04	16.3685	87.04	29.9693	87.04	30.1258	87.04	52.4919	87.04	52.3645	87.04	16.2619	87.04	16.4381
87.14	4.27515	87.14	4.28158	87.14	8.52795	87.14	8.57703	87.14	16.2667	87.14	16.3693	87.14	29.9803	87.14	30.1268	87.14	52.4958	87.14	52.3652	87.14	16.269	87.14	16.4389
87.24	4.2758	87.24	4.28186	87.24	8.52861	87.24	8.57754	87.24	16.2654	87.24	16.3701	87.24	29.981	87.24	30.1278	87.24	52.4965	87.24	52.3659	87.24	16.269	87.24	16.4397
87.34	4.27425	87.34	4.28215	87.34	8.51729	87.34	8.57804	87.34	16.258	87.34	16.3709	87.34	29.9795	87.34	30.1288	87.34	52.4989	87.34	52.3667	87.34	16.2662	87.34	16.4405
87.44	4.27808	87.44	4.28243	87.44	8.52185	87.44	8.57855	87.44	16.2665	87.44	16.3716	87.44	29.9833	87.44	30.1298	87.44	52.5073	87.44	52.3674	87.44	16.2708	87.44	16.4412
87.54	4.27881	87.54	4.28271	87.54	8.52185	87.54	8.57904	87.54	16.2716	87.54	16.3724	87.54	29.986	87.54	30.1307	87.54	52.5054	87.54	52.3681	87.54	16.2708	87.54	16.442
87.64	4.27751	87.64	4.28299	87.64	8.52055	87.64	8.57954	87.64	16.2691	87.64	16.3732	87.64	29.9886	87.64	30.1317	87.64	52.506	87.64	52.3688	87.64	16.2694	87.64	16.4428
87.74	4.26449	87.74	4.28327	87.74	8.50753	87.74	8.58003	87.74	16.2658	87.74	16.374	87.74	29.9795	87.74	30.1326	87.74	52.4969	87.74	52.3695	87.74	16.2662	87.74	16.4436
87.84	4.27555	87.84	4.28354	87.84	8.51005	87.84	8.58052	87.84	16.2671	87.84	16.3748	87.84	29.9847	87.84	30.1336	87.84	52.4975	87.84	52.3702	87.84	16.2675	87.84	16.4444
87.94	4.27555	87.94	4.28382	87.94	8.51274	87.94	8.58101	87.94	16.2671	87.94	16.3755	87.94	30.0003	87.94	30.1345	87.94	52.4963	87.94	52.3709	87.94	16.2734	87.94	16.4451
88.04	4.26432	88.04	4.28409	88.04	8.5269	88.04	8.5815	88.04	16.2637	88.04	16.3763	88.04	29.9891	88.04	30.1355	88.04	52.4948	88.04	52.3716	88.04	16.268	88.04	16.4459
88.14	4.27165	88.14	4.28437	88.14	8.53031	88.14	8.58198	88.14	16.2613	88.14	16.3771	88.14	29.9925	88.14	30.1364	88.14	52.4982	88.14	52.3722	88.14	16.2707	88.14	16.4467
88.24	4.27555	88.24	4.28464	88.24	8.52836	88.24	8.58246	88.24	16.2496	88.24	16.3778	88.24	29.9905	88.24	30.1373	88.24	52.4982	88.24	52.3729	88.24	16.2675	88.24	16.4474
88.34	4.26579	88.34	4.28491	88.34	8.52836	88.34	8.58294	88.34	16.2586	88.34	16.3786	88.34	29.9944	88.34	30.1382	88.34	52.4982	88.34	52.3736	88.34	16.2773	88.34	16.4482
88.44	4.27051	88.44	4.28518	88.44	8.53381	88.44	8.58342	88.44	16.2531	88.44	16.3793	88.44	30.007	88.44	30.1392	88.44	52.5037	88.44	52.3743	88.44	16.2729	88.44	16.4489
88.54	4.271	88.54	4.28544	88.54	8.53357	88.54	8.58389	88.54	16.2509	88.54	16.3801	88.54	30.0035	88.54	30.1401	88.54	52.5054	88.54	52.3749	88.54	16.2708	88.54	16.4497
88.64	4.27881	88.64	4.28571	88.64	8.52893	88.64	8.58437	88.64	16.2509	88.64	16.3808	88.64	30.0035	88.64	30.141	88.64	52.5112	88.64	52.3756	88.64	16.2708	88.64	16.4504
88.74	4.27881	88.74	4.28597	88.74	8.52185	88.74	8.58483	88.74	16.2509	88.74	16.3815	88.74	30.0035	88.74	30.1419	88.74	52.5105	88.74	52.3762	88.74	16.2708	88.74	16.4511
88.84	4.28076	88.84	4.28624	88.84	8.5238	88.84	8.5853	88.84	16.2626	88.84	16.3823	88.84	30.0055	88.84	30.1428	88.84	52.5112	88.84	52.3769	88.84	16.2727	88.84	16.4519
88.94	4.27905	88.94	4.2865	88.94	8.52209	88.94	8.58577	88.94	16.2628	88.94	16.383	88.94	30.0038	88.94	30.1436	88.94	52.5095	88.94	52.3775	88.94	16.2729	88.94	16.4526
89.04	4.28556	89.04	4.28676	89.04	8.5247	89.04	8.58623	89.04	16.2608	89.04	16.3837	89.04	30.0103	89.04	30.1445	89.04	52.5238	89.04	52.3782	89.04	16.2795	89.04	16.4533
89.14	4.27751	89.14	4.28702	89.14	8.52055	89.14	8.58669	89.14	16.2535	89.14	16.3844	89.14	30.012	89.14	30.1454	89.14	52.5197	89.14	52.3788	89.14	16.2804	89.14	16.454
89.24	4.28035	89.24	4.28728	89.24	8.5234	89.24	8.58714	89.24	16.2622	89.24	16.3852	89.24	30.0266	89.24	30.1463	89.24	52.5128	89.24	52.3794	89.24	16.2821	89.24	16.4548
89.34	4.28076	89.34	4.28753	89.34	8.52576	89.34	8.5876	89.34	16.2587	89.34	16.3859	89.34	30.027	89.34	30.1471	89.34	52.5132	89.34	52.38	89.34	16.2825	89.34	16.4555
89.44	4.28459	89.44	4.28779	89.44	8.52055	89.44	8.58805	89.44	16.2613	89.44	16.3866	89.44	30.0308	89.44	30.148	89.44	52.5275	89.44	52.3807	89.44	16.2773	89.44	16.4562
89.54	4.28532	89.54	4.28804	89.54	8.51982	89.54	8.5885	89.54	16.273	89.54	16.3873	89.54	30.0296	89.54	30.1489	89.54	52.5275	89.54	52.3813	89.54	16.2773	89.54	16.4569
89.64	4.27425	89.64	4.2883	89.64	8.51729	89.64	8.58895	89.64	16.2678	89.64	16.388	89.64	30.0283	89.64	30.1497	89.64	52.5255	89.64	52.3819	89.64	16.276	89.64	16.4576
89.74	4.27946	89.74	4.28855	89.74	8.51859	89.74	8.5894	89.74	16.2632	89.74	16.3887	89.74	30.0393	89.74	30.1506	89.74	52.5256	89.74	52.3825	89.74	16.2773	89.74	16.4583
89.84	4.28166	89.84	4.2888	89.84	8.51884	89.84	8.58984	89.84	16.2693	89.84	16.3894	89.84	30.0396	89.84	30.1514	89.84	52.5278	89.84	52.3831	89.84	16.2795	89.84	16.459
89.94	4.28231	89.94	4.28905	89.94	8.52144	89.94	8.59028	89.94	16.2712	89.94	16.3901	89.94	30.0441	89.94	30.1522	89.94	52.5304	89.94	52.3837	89.94	16.2911	89.94	16.4597
90.04	4.28922	90.04	4.2893	90.04	8.53031	90.04	8.59072	90.04	16.2749	90.04	16.3907	90.04	30.0491	90.04	30.1531	90.04	52.5353	90.04	52.3843	90.04	16.2987	90.04	16.4603
90.14	4.28166	90.14	4.28954	90.14	8.53446	90.14	8.59116	90.14	16.2693	90.14	16.3914	90.14	30.0474	90.14	30.1539	90.14	52.5336	90.14	52.3849	90.14	16.2931	90.14	16.461
90.24	4.27873	90.24	4.28979	90.24	8.53227	90.24	8.59159	90.24	16.2613	90.24	16.3921	90.24	30.0445	90.24	30.1547	90.24	52.5314	90.24	52.3855	90.24	16.3007	90.24	16.4617
90.34	4.27751	90.34	4.29003	90.34	8.5225	90.34	8.59203	90.34	16.2613	90.34	16.3928	90.34	30.0472	90.34	30.1555	90.34	52.5353	90.34	52.3861	90.34	16.3007	90.34	16.4624
90.44	4.28011	90.44	4.29028	90.44	8.52437	90.44	8.59246	90.44	16.2658	90.44	16.3935	90.44	30.0498	90.44	30.1563	90.44	52.5418	90.44	52.3866	90.44	16.3014	90.44	16.4631
90.54	4.28206	90.54	4.29052	90.54	8.52901	90.54	8.59289	90.54	16.2756	90.54	16.3941	90.54	30.0459	90.54	30.1572	90.54	52.543	90.54	52.3872	90.54	16.2935	90.54	16.4637
90.64	4.2723	90.64	4.29076	90.64	8.53487	90.64	8.59331	90.64	16.2756	90.64	16.3948	90.64	30.0459	90.64	30.158	90.64	52.5438	90.64	52.3878	90.64	16.2955	90.64	16.4644
90.74	4.26774	90.74	4.291	90.74	8.53031	90.74	8.59374	90.74	16.271	90.74	16.3955	90.74	30.0433	90.74	30.1587	90.74	52.5392	90.74	52.3883	90.74	16.2909	90.74	16.4651
90.84	4.26473	90.84	4.29124	90.84	8.5273	90.84	8.59416	90.84	16.2673	90.84	16.3961	90.84	30.0402	90.84	30.1595	90.84	52.5362	90.84	52.3889	90.84	16.2918	90.84	16.4657
